CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
CASE00099,100130084202500099,202500099,2025-11-23,EMP0236,UNIT0084,CAT1,GRV1,CH01,CSH0003,STA3,,2025-11-23T17:32:00,2025-11-23T17:32:00,2025-11-23T17:32:00,15.459737,75.041233,Complainant reported that cash was stolen from the bus stand on the night of the incident.
CASE00100,100050027202600100,202600100,2026-04-13,EMP0157,UNIT0027,CAT1,GRV2,CH02,CSH0011,STA1,,2026-04-13T21:25:00,2026-04-13T21:25:00,2026-04-13T21:25:00,13.015627,77.622752,Victim was approached by unidentified persons near a residential complex and robbed at knifepoint.
CASE00101,100030018202600101,202600101,2026-05-14,EMP0120,UNIT0018,CAT1,GRV1,CH03,CSH0015,STA2,,2026-05-14T16:26:00,2026-05-14T16:26:00,2026-05-14T16:26:00,15.853901,74.480415,A complaint was filed regarding harassment near the railway station over the past few weeks.
CASE00102,100040024202600102,202600102,2026-06-06,EMP0154,UNIT0024,CAT1,GRV2,CH02,CSH0006,STA1,,2026-06-06T20:19:00,2026-06-06T20:19:00,2026-06-06T20:19:00,13.339179,77.634032,"An altercation broke out at a parking area, resulting in injuries to the victim."
CASE00103,100170102202600103,202600103,2026-05-29,EMP0134,UNIT0102,CAT1,GRV2,CH04,CSH0017,STA3,,2026-05-29T04:19:00,2026-05-29T04:19:00,2026-05-29T04:19:00,17.29258,76.871991,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00104,100030016202600104,202600104,2026-06-19,EMP0102,UNIT0016,CAT1,GRV2,CH06,CSH0026,STA1,,2026-06-19T20:07:00,2026-06-19T20:07:00,2026-06-19T20:07:00,15.809285,74.505943,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE00105,100270166202600105,202600105,2026-02-03,EMP0161,UNIT0166,CAT1,GRV1,CH01,CSH0003,STA1,,2026-02-03T17:16:00,2026-02-03T17:16:00,2026-02-03T17:16:00,13.371144,74.787438,Vehicle registered to the complainant was found missing from outside a residential complex.
CASE00106,100140085202500106,202500106,2025-08-21,EMP0106,UNIT0085,CAT1,GRV1,CH01,CSH0004,STA1,,2025-08-21T03:29:00,2025-08-21T03:29:00,2025-08-21T03:29:00,15.442757,75.648209,Physical assault reported outside the main market following a dispute between the parties.
CASE00107,100050032202500107,202500107,2025-08-17,EMP0184,UNIT0032,CAT1,GRV2,CH02,CSH0006,STA1,,2025-08-17T14:58:00,2025-08-17T14:58:00,2025-08-17T14:58:00,12.940969,77.590696,A group of persons allegedly created a public disturbance near a parking area.
CASE00108,100210128202500108,202500108,2025-12-08,EMP0032,UNIT0128,CAT1,GRV1,CH03,CSH0014,STA1,,2025-12-08T21:30:00,2025-12-08T21:30:00,2025-12-08T21:30:00,12.498912,76.936292,Complainant alleges online fraud involving a transaction linked to the main market.
CASE00109,100300183202500109,202500109,2025-11-18,EMP0213,UNIT0183,CAT1,GRV1,CH03,CSH0012,STA1,,2025-11-18T16:50:00,2025-11-18T16:50:00,2025-11-18T16:50:00,16.813687,77.180809,A complaint was filed regarding harassment near the main market over the past few weeks.
CASE00110,100050026202600110,202600110,2026-04-28,EMP0101,UNIT0026,CAT1,GRV1,CH01,CSH0001,STA1,,2026-04-28T21:49:00,2026-04-28T21:49:00,2026-04-28T21:49:00,12.96339,77.561095,A group of persons allegedly created a public disturbance near the bus stand.
CASE00111,100130082202600111,202600111,2026-01-11,EMP0063,UNIT0082,CAT1,GRV2,CH02,CSH0008,STA3,,2026-01-11T12:52:00,2026-01-11T12:52:00,2026-01-11T12:52:00,15.503021,74.969403,Physical assault reported outside the bus stand following a dispute between the parties.
CASE00112,100130079202600112,202600112,2026-05-15,EMP0184,UNIT0079,CAT1,GRV2,CH02,CSH0011,STA4,,2026-05-15T20:44:00,2026-05-15T20:44:00,2026-05-15T20:44:00,15.49121,75.050038,A group of persons allegedly created a public disturbance near the bus stand.
CASE00113,100080049202600113,202600113,2026-06-15,EMP0083,UNIT0049,CAT1,GRV2,CH06,CSH0027,STA2,,2026-06-15T23:56:00,2026-06-15T23:56:00,2026-06-15T23:56:00,13.390857,77.681923,Complainant reported that jewellery was stolen from a parking area on the night of the incident.
CASE00114,100110069202600114,202600114,2026-04-07,EMP0127,UNIT0069,CAT1,GRV1,CH01,CSH0001,STA3,,2026-04-07T13:39:00,2026-04-07T13:39:00,2026-04-07T13:39:00,12.789241,75.223313,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00115,100130083202600115,202600115,2026-05-22,EMP0223,UNIT0083,CAT1,GRV1,CH01,CSH0005,STA3,,2026-05-22T19:54:00,2026-05-22T19:54:00,2026-05-22T19:54:00,15.443446,74.949762,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00116,100050029202600116,202600116,2026-06-22,EMP0224,UNIT0029,CAT1,GRV1,CH01,CSH0005,STA3,,2026-06-22T22:46:00,2026-06-22T22:46:00,2026-06-22T22:46:00,12.977502,77.650313,Accused allegedly entered a commercial complex and removed valuables without the owner's knowledge.
CASE00117,100130079202500117,202500117,2025-07-29,EMP0151,UNIT0079,CAT1,GRV2,CH06,CSH0027,STA1,,2025-07-29T09:19:00,2025-07-29T09:19:00,2025-07-29T09:19:00,15.519235,75.059967,A group of persons allegedly created a public disturbance near the main market.
CASE00118,100050029202500118,202500118,2025-11-05,EMP0054,UNIT0029,CAT1,GRV2,CH06,CSH0026,STA4,,2025-11-05T22:14:00,2025-11-05T22:14:00,2025-11-05T22:14:00,12.944702,77.654159,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE00119,100030015202600119,202600119,2026-02-11,EMP0222,UNIT0015,CAT1,GRV2,CH06,CSH0027,STA2,,2026-02-11T19:40:00,2026-02-11T19:40:00,2026-02-11T19:40:00,15.823705,74.450756,"An altercation broke out at the railway station, resulting in injuries to the victim."
CASE00120,100300185202600120,202600120,2026-05-19,EMP0259,UNIT0185,CAT1,GRV1,CH01,CSH0001,STA4,,2026-05-19T04:28:00,2026-05-19T04:28:00,2026-05-19T04:28:00,16.793309,77.080576,Physical assault reported outside the local temple grounds following a dispute between the parties.
CASE00121,100110069202600121,202600121,2026-06-03,EMP0127,UNIT0069,CAT1,GRV2,CH06,CSH0026,STA1,,2026-06-03T20:41:00,2026-06-03T20:41:00,2026-06-03T20:41:00,12.778559,75.250045,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00122,100030016202600122,202600122,2026-03-23,EMP0102,UNIT0016,CAT1,GRV1,CH01,CSH0003,STA1,,2026-03-23T13:56:00,2026-03-23T13:56:00,2026-03-23T13:56:00,15.781047,74.534725,"An altercation broke out at a residential lane, resulting in injuries to the victim."
CASE00123,100180111202500123,202500123,2025-08-12,EMP0240,UNIT0111,CAT1,GRV2,CH05,CSH0021,STA1,,2025-08-12T09:56:00,2025-08-12T09:56:00,2025-08-12T09:56:00,12.414652,75.717744,Victim was approached by unidentified persons near the railway station and robbed at knifepoint.
CASE00124,100120077202500124,202500124,2025-12-18,EMP0248,UNIT0077,CAT1,GRV2,CH02,CSH0008,STA1,,2025-12-18T07:25:00,2025-12-18T07:25:00,2025-12-18T07:25:00,14.502591,75.967197,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00125,100030013202500125,202500125,2025-11-04,EMP0104,UNIT0013,CAT1,GRV2,CH02,CSH0007,STA2,,2025-11-04T09:18:00,2025-11-04T09:18:00,2025-11-04T09:18:00,15.783776,74.484276,Vehicle registered to the complainant was found missing from outside the railway station.
CASE00126,100110071202600126,202600126,2026-05-07,EMP0115,UNIT0071,CAT1,GRV1,CH03,CSH0013,STA2,,2026-05-07T10:56:00,2026-05-07T10:56:00,2026-05-07T10:56:00,12.81147,75.201257,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00127,100240145202600127,202600127,2026-06-14,EMP0050,UNIT0145,CAT1,GRV1,CH01,CSH0002,STA1,,2026-06-14T09:44:00,2026-06-14T09:44:00,2026-06-14T09:44:00,12.73673,77.331195,A group of persons allegedly created a public disturbance near the main market.
CASE00128,100220134202600128,202600128,2026-01-13,EMP0159,UNIT0134,CAT1,GRV1,CH03,CSH0014,STA2,,2026-01-13T22:43:00,2026-01-13T22:43:00,2026-01-13T22:43:00,12.312651,76.608995,Physical assault reported outside the main market following a dispute between the parties.
CASE00129,100110070202500129,202500129,2025-11-08,EMP0076,UNIT0070,CAT1,GRV2,CH06,CSH0026,STA1,,2025-11-08T17:39:00,2025-11-08T17:39:00,2025-11-08T17:39:00,12.834804,75.278216,Accused allegedly entered a parking area and removed valuables without the owner's knowledge.
CASE00130,100050032202500130,202500130,2025-10-05,EMP0184,UNIT0032,CAT1,GRV1,CH01,CSH0003,STA4,,2025-10-05T23:27:00,2025-10-05T23:27:00,2025-10-05T23:27:00,12.948218,77.618115,A complaint was filed regarding harassment near a residential complex over the past few weeks.
CASE00131,100110071202600131,202600131,2026-05-14,EMP0115,UNIT0071,CAT1,GRV1,CH03,CSH0013,STA2,,2026-05-14T17:54:00,2026-05-14T17:54:00,2026-05-14T17:54:00,12.830325,75.19122,A group of persons allegedly created a public disturbance near the local temple grounds.
CASE00132,100030017202500132,202500132,2025-07-23,EMP0185,UNIT0017,CAT1,GRV1,CH01,CSH0005,STA4,,2025-07-23T17:37:00,2025-07-23T17:37:00,2025-07-23T17:37:00,15.910434,74.524378,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00133,100110068202600133,202600133,2026-03-04,EMP0243,UNIT0068,CAT1,GRV1,CH03,CSH0013,STA1,,2026-03-04T18:36:00,2026-03-04T18:36:00,2026-03-04T18:36:00,12.85562,75.291754,A group of persons allegedly created a public disturbance near the local temple grounds.
CASE00134,100050029202500134,202500134,2025-11-05,EMP0244,UNIT0029,CAT1,GRV2,CH05,CSH0023,STA4,,2025-11-05T11:47:00,2025-11-05T11:47:00,2025-11-05T11:47:00,12.974957,77.625155,A complaint was filed regarding harassment near the railway station over the past few weeks.
CASE00135,100290179202600135,202600135,2026-04-15,EMP0053,UNIT0179,CAT1,GRV2,CH05,CSH0022,STA1,,2026-04-15T07:55:00,2026-04-15T07:55:00,2026-04-15T07:55:00,16.853755,75.735881,Accused is alleged to have used a fake identity to defraud the complainant near the local temple grounds.
CASE00136,100040023202500136,202500136,2025-07-18,EMP0209,UNIT0023,CAT1,GRV2,CH02,CSH0007,STA3,,2025-07-18T15:58:00,2025-07-18T15:58:00,2025-07-18T15:58:00,13.317559,77.588841,Complainant reported that a laptop was stolen from the bus stand on the night of the incident.
CASE00137,100130083202600137,202600137,2026-04-03,EMP0223,UNIT0083,CAT1,GRV2,CH04,CSH0017,STA3,,2026-04-03T15:49:00,2026-04-03T15:49:00,2026-04-03T15:49:00,15.406182,74.942529,Victim was approached by unidentified persons near a parking area and robbed at knifepoint.
CASE00138,100030014202600138,202600138,2026-02-05,EMP0052,UNIT0014,CAT1,GRV1,CH03,CSH0012,STA3,,2026-02-05T19:17:00,2026-02-05T19:17:00,2026-02-05T19:17:00,15.865342,74.549371,"An altercation broke out at the main market, resulting in injuries to the victim."
CASE00139,100110069202600139,202600139,2026-01-30,EMP0127,UNIT0069,CAT1,GRV2,CH04,CSH0020,STA2,,2026-01-30T16:55:00,2026-01-30T16:55:00,2026-01-30T16:55:00,12.789601,75.222755,A complaint was filed regarding harassment near a residential complex over the past few weeks.
CASE00140,100050031202600140,202600140,2026-05-31,EMP0110,UNIT0031,CAT1,GRV1,CH01,CSH0002,STA3,,2026-05-31T09:36:00,2026-05-31T09:36:00,2026-05-31T09:36:00,12.94709,77.609072,A complaint was filed regarding harassment near the local temple grounds over the past few weeks.
CASE00141,100220136202600141,202600141,2026-01-13,EMP0005,UNIT0136,CAT1,GRV2,CH06,CSH0025,STA2,,2026-01-13T22:43:00,2026-01-13T22:43:00,2026-01-13T22:43:00,12.267316,76.635519,Complainant reported that jewellery was stolen from the railway station on the night of the incident.
CASE00142,100130079202500142,202500142,2025-09-19,EMP0141,UNIT0079,CAT1,GRV2,CH05,CSH0023,STA2,,2025-09-19T22:41:00,2025-09-19T22:41:00,2025-09-19T22:41:00,15.505141,75.035964,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00143,100110070202500143,202500143,2025-07-29,EMP0053,UNIT0070,CAT1,GRV2,CH06,CSH0027,STA1,,2025-07-29T18:37:00,2025-07-29T18:37:00,2025-07-29T18:37:00,12.844493,75.30996,Accused is alleged to have used a fake identity to defraud the complainant near the railway station.
CASE00144,100030016202600144,202600144,2026-03-23,EMP0102,UNIT0016,CAT1,GRV1,CH03,CSH0016,STA3,,2026-03-23T05:17:00,2026-03-23T05:17:00,2026-03-23T05:17:00,15.788492,74.525495,A complaint was filed regarding harassment near the bus stand over the past few weeks.
CASE00145,100050026202500145,202500145,2025-11-01,EMP0168,UNIT0026,CAT1,GRV1,CH01,CSH0002,STA3,,2025-11-01T20:51:00,2025-11-01T20:51:00,2025-11-01T20:51:00,12.950959,77.568769,Vehicle registered to the complainant was found missing from outside the railway station.
CASE00146,100170104202500146,202500146,2025-10-29,EMP0230,UNIT0104,CAT1,GRV1,CH03,CSH0013,STA4,,2025-10-29T19:37:00,2025-10-29T19:37:00,2025-10-29T19:37:00,17.348727,76.800708,Victim was approached by unidentified persons near a residential lane and robbed at knifepoint.
CASE00147,100280172202500147,202500147,2025-11-14,EMP0139,UNIT0172,CAT1,GRV1,CH03,CSH0012,STA3,,2025-11-14T16:54:00,2025-11-14T16:54:00,2025-11-14T16:54:00,14.763159,74.67741,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE00148,100300186202600148,202600148,2026-05-15,EMP0090,UNIT0186,CAT1,GRV2,CH06,CSH0026,STA4,,2026-05-15T17:58:00,2026-05-15T17:58:00,2026-05-15T17:58:00,16.777617,77.1878,Victim was approached by unidentified persons near a parking area and robbed at knifepoint.
CASE00149,100130079202600149,202600149,2026-05-21,EMP0191,UNIT0079,CAT1,GRV1,CH03,CSH0014,STA1,,2026-05-21T20:21:00,2026-05-21T20:21:00,2026-05-21T20:21:00,15.501844,75.056064,Vehicle registered to the complainant was found missing from outside a residential complex.
CASE00150,100030019202500150,202500150,2025-08-13,EMP0077,UNIT0019,CAT1,GRV2,CH04,CSH0017,STA2,,2025-08-13T08:43:00,2025-08-13T08:43:00,2025-08-13T08:43:00,15.805743,74.495166,Accused allegedly entered a parking area and removed valuables without the owner's knowledge.
CASE00151,100130079202500151,202500151,2025-09-09,EMP0093,UNIT0079,CAT1,GRV1,CH03,CSH0015,STA3,,2025-09-09T08:55:00,2025-09-09T08:55:00,2025-09-09T08:55:00,15.509585,75.047257,Accused allegedly entered the main market and removed valuables without the owner's knowledge.
CASE00152,100050027202500152,202500152,2025-10-22,EMP0124,UNIT0027,CAT1,GRV2,CH02,CSH0007,STA2,,2025-10-22T19:10:00,2025-10-22T19:10:00,2025-10-22T19:10:00,13.035292,77.623286,A group of persons allegedly created a public disturbance near the local temple grounds.
CASE00153,100110069202600153,202600153,2026-01-16,EMP0127,UNIT0069,CAT1,GRV1,CH03,CSH0013,STA3,,2026-01-16T00:34:00,2026-01-16T00:34:00,2026-01-16T00:34:00,12.813613,75.251895,Complainant alleges online fraud involving a transaction linked to the main market.
CASE00154,100260161202600154,202600154,2026-05-15,EMP0225,UNIT0161,CAT1,GRV2,CH05,CSH0024,STA1,,2026-05-15T11:44:00,2026-05-15T11:44:00,2026-05-15T11:44:00,13.375105,77.055696,A complaint was filed regarding harassment near a residential complex over the past few weeks.
CASE00155,100120077202600155,202600155,2026-05-07,EMP0248,UNIT0077,CAT1,GRV2,CH02,CSH0010,STA2,,2026-05-07T16:33:00,2026-05-07T16:33:00,2026-05-07T16:33:00,14.515629,75.955445,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00156,100220134202500156,202500156,2025-11-28,EMP0012,UNIT0134,CAT1,GRV1,CH03,CSH0013,STA1,,2025-11-28T01:14:00,2025-11-28T01:14:00,2025-11-28T01:14:00,12.304102,76.617227,"An altercation broke out at the main market, resulting in injuries to the victim."
CASE00157,100130081202500157,202500157,2025-07-14,EMP0209,UNIT0081,CAT1,GRV2,CH02,CSH0009,STA2,,2025-07-14T19:39:00,2025-07-14T19:39:00,2025-07-14T19:39:00,15.468479,75.026128,Complainant reported that a two-wheeler was stolen from a residential complex on the night of the incident.
CASE00158,100050031202500158,202500158,2025-07-21,EMP0079,UNIT0031,CAT1,GRV1,CH01,CSH0004,STA1,,2025-07-21T17:30:00,2025-07-21T17:30:00,2025-07-21T17:30:00,12.948625,77.582336,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00159,100110070202600159,202600159,2026-02-22,EMP0215,UNIT0070,CAT1,GRV2,CH04,CSH0020,STA3,,2026-02-22T18:08:00,2026-02-22T18:08:00,2026-02-22T18:08:00,12.808713,75.300051,"An altercation broke out at a residential complex, resulting in injuries to the victim."
CASE00160,100210128202500160,202500160,2025-10-26,EMP0135,UNIT0128,CAT1,GRV2,CH02,CSH0007,STA3,,2025-10-26T18:49:00,2025-10-26T18:49:00,2025-10-26T18:49:00,12.522516,76.933839,Physical assault reported outside the bus stand following a dispute between the parties.
CASE00161,100110069202600161,202600161,2026-04-28,EMP0127,UNIT0069,CAT1,GRV2,CH02,CSH0007,STA1,,2026-04-28T19:30:00,2026-04-28T19:30:00,2026-04-28T19:30:00,12.77612,75.219775,"An altercation broke out at a residential lane, resulting in injuries to the victim."
CASE00162,100030015202600162,202600162,2026-01-15,EMP0136,UNIT0015,CAT1,GRV2,CH06,CSH0025,STA4,,2026-01-15T17:46:00,2026-01-15T17:46:00,2026-01-15T17:46:00,15.83887,74.459045,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00163,100220135202500163,202500163,2025-08-12,EMP0135,UNIT0135,CAT1,GRV2,CH02,CSH0006,STA2,,2025-08-12T21:54:00,2025-08-12T21:54:00,2025-08-12T21:54:00,12.315616,76.637811,"An altercation broke out at the main market, resulting in injuries to the victim."
CASE00164,100030017202500164,202500164,2025-11-18,EMP0185,UNIT0017,CAT1,GRV2,CH05,CSH0022,STA3,,2025-11-18T18:21:00,2025-11-18T18:21:00,2025-11-18T18:21:00,15.92613,74.531071,"An altercation broke out at a commercial complex, resulting in injuries to the victim."
CASE00165,100050031202600165,202600165,2026-03-30,EMP0198,UNIT0031,CAT1,GRV1,CH03,CSH0013,STA3,,2026-03-30T22:17:00,2026-03-30T22:17:00,2026-03-30T22:17:00,12.940325,77.598834,Accused allegedly entered the bus stand and removed valuables without the owner's knowledge.
CASE00166,100030016202600166,202600166,2026-03-02,EMP0102,UNIT0016,CAT1,GRV2,CH02,CSH0006,STA3,,2026-03-02T07:58:00,2026-03-02T07:58:00,2026-03-02T07:58:00,15.805182,74.504302,Physical assault reported outside the main market following a dispute between the parties.
CASE00167,100310187202500167,202500167,2025-08-07,EMP0112,UNIT0187,CAT1,GRV1,CH01,CSH0005,STA3,,2025-08-07T16:31:00,2025-08-07T16:31:00,2025-08-07T16:31:00,15.203846,76.421816,Accused is alleged to have used a fake identity to defraud the complainant near a parking area.
CASE00168,100280172202500168,202500168,2025-10-07,EMP0139,UNIT0172,CAT1,GRV2,CH02,CSH0011,STA2,,2025-10-07T17:44:00,2025-10-07T17:44:00,2025-10-07T17:44:00,14.757166,74.689441,Physical assault reported outside the main market following a dispute between the parties.
